"","month","SettlementPoint","year","AvgPrice"
"458",9,"HB_HOUSTON",2016,28.7424166666667
"459",9,"HB_HOUSTON",2017,26.5429444444444
"460",9,"HB_HOUSTON",2018,27.5813611111111
"461",9,"HB_HOUSTON",2019,80.5876527777778
"462",9,"HB_HUBAVG",2016,27.1881388888889
"463",9,"HB_HUBAVG",2017,24.5196944444444
"464",9,"HB_HUBAVG",2018,27.0530277777778
"465",9,"HB_HUBAVG",2019,79.4591944444444
"466",9,"HB_NORTH",2016,26.2491805555556
"467",9,"HB_NORTH",2017,23.3461111111111
"468",9,"HB_NORTH",2018,27.2996388888889
"469",9,"HB_NORTH",2019,79.9195833333333
"470",9,"HB_PAN",2019,72.8532916666667
"471",9,"HB_SOUTH",2016,27.4055694444444
"472",9,"HB_SOUTH",2017,25.5150972222222
"473",9,"HB_SOUTH",2018,27.1898055555556
"474",9,"HB_SOUTH",2019,78.9004722222222
"475",9,"HB_WEST",2016,26.35425
"476",9,"HB_WEST",2017,22.6788194444444
"477",9,"HB_WEST",2018,26.1395972222222
"478",9,"HB_WEST",2019,78.42925
"479",9,"LZ_AEN",2016,26.7108611111111
"480",9,"LZ_AEN",2017,24.6288055555556
"481",9,"LZ_AEN",2018,27.1673055555556
"482",9,"LZ_AEN",2019,80.1695972222222
"483",9,"LZ_CPS",2016,28.13025
"484",9,"LZ_CPS",2017,25.1366527777778
"485",9,"LZ_CPS",2018,27.5129861111111
"486",9,"LZ_CPS",2019,82.4363472222222
"487",9,"LZ_HOUSTON",2016,29.0326805555556
"488",9,"LZ_HOUSTON",2017,27.4100277777778
"489",9,"LZ_HOUSTON",2018,27.7224166666667
"490",9,"LZ_HOUSTON",2019,80.7792916666667
"491",9,"LZ_LCRA",2016,27.0399444444444
"492",9,"LZ_LCRA",2017,24.8134305555556
"493",9,"LZ_LCRA",2018,27.1872638888889
"494",9,"LZ_LCRA",2019,82.4672361111111
"495",9,"LZ_NORTH",2016,26.6058611111111
"496",9,"LZ_NORTH",2017,23.9684027777778
"497",9,"LZ_NORTH",2018,27.8858472222222
"498",9,"LZ_NORTH",2019,80.7741527777778
"499",9,"LZ_RAYBN",2016,26.4702638888889
"500",9,"LZ_RAYBN",2017,23.5356805555556
"501",9,"LZ_RAYBN",2018,27.6808888888889
"502",9,"LZ_RAYBN",2019,80.6986388888889
"503",9,"LZ_SOUTH",2016,28.7620138888889
"504",9,"LZ_SOUTH",2017,28.3303472222222
"505",9,"LZ_SOUTH",2018,28.3837638888889
"506",9,"LZ_SOUTH",2019,81.0091111111111
"507",9,"LZ_WEST",2016,26.7676666666667
"508",9,"LZ_WEST",2017,27.0117777777778
"509",9,"LZ_WEST",2018,27.1010972222222
"510",9,"LZ_WEST",2019,83.4711388888889
"511",10,"HB_BUSAVG",2016,25.2048387096774
"512",10,"HB_BUSAVG",2017,23.5632795698925
"513",10,"HB_BUSAVG",2018,29.9578225806452
"514",10,"HB_BUSAVG",2019,28.2470564516129
"515",10,"HB_HOUSTON",2016,28.2495564516129
"516",10,"HB_HOUSTON",2017,30.1412365591398
"517",10,"HB_HOUSTON",2018,30.981935483871
"518",10,"HB_HOUSTON",2019,30.3936021505376
"519",10,"HB_HUBAVG",2016,25.7690591397849
"520",10,"HB_HUBAVG",2017,24.7014516129032
"521",10,"HB_HUBAVG",2018,29.8891129032258
"522",10,"HB_HUBAVG",2019,28.1317607526882
"523",10,"HB_NORTH",2016,24.0052553763441
"524",10,"HB_NORTH",2017,21.4059005376344
"525",10,"HB_NORTH",2018,30.0341666666667
"526",10,"HB_NORTH",2019,27.9959677419355
"527",10,"HB_PAN",2019,18.7167607526882
"528",10,"HB_SOUTH",2016,26.6896639784946
"529",10,"HB_SOUTH",2017,25.5636559139785
"530",10,"HB_SOUTH",2018,29.7725134408602
"531",10,"HB_SOUTH",2019,29.4684005376344
"532",10,"HB_WEST",2016,24.113938172043
"533",10,"HB_WEST",2017,21.6938306451613
"534",10,"HB_WEST",2018,28.7613306451613
"535",10,"HB_WEST",2019,24.6681317204301
"536",10,"LZ_AEN",2016,25.6229032258064
"537",10,"LZ_AEN",2017,24.0199059139785
